,season,round,constructor,constructor_points,constructor_wins,constructor_standings_pos
4108,2003,8,sauber,8.0,0.0,7.0
4109,2003,8,jaguar,4.0,0.0,8.0
4110,2003,8,toyota,3.0,0.0,9.0
4111,2003,8,minardi,0.0,0.0,10.0
4112,2003,9,ferrari,85.0,4.0,1.0
4113,2003,9,williams,64.0,1.0,3.0
4114,2003,9,mclaren,76.0,2.0,2.0
4115,2003,9,renault,47.0,0.0,4.0
4116,2003,9,bar,11.0,0.0,6.0
4117,2003,9,jordan,11.0,1.0,5.0
4118,2003,9,sauber,8.0,0.0,7.0
4119,2003,9,jaguar,6.0,0.0,8.0
4120,2003,9,toyota,4.0,0.0,9.0
4121,2003,9,minardi,0.0,0.0,10.0
4122,2003,10,ferrari,95.0,4.0,1.0
4123,2003,10,williams,82.0,2.0,2.0
4124,2003,10,mclaren,76.0,2.0,3.0
4125,2003,10,renault,52.0,0.0,4.0
4126,2003,10,bar,13.0,0.0,5.0
4127,2003,10,jaguar,9.0,0.0,8.0
4128,2003,10,jordan,11.0,1.0,6.0
4129,2003,10,sauber,9.0,0.0,7.0
4130,2003,10,toyota,4.0,0.0,9.0
4131,2003,10,minardi,0.0,0.0,10.0
4132,2003,11,ferrari,103.0,4.0,1.0
4133,2003,11,williams,100.0,3.0,2.0
4134,2003,11,mclaren,85.0,2.0,3.0
4135,2003,11,renault,52.0,0.0,4.0
4136,2003,11,bar,13.0,0.0,5.0
4137,2003,11,jaguar,12.0,0.0,6.0
4138,2003,11,jordan,11.0,1.0,7.0
4139,2003,11,sauber,9.0,0.0,8.0
4140,2003,11,toyota,5.0,0.0,9.0
4141,2003,11,minardi,0.0,0.0,10.0
4142,2003,12,ferrari,118.0,5.0,1.0
4143,2003,12,williams,108.0,3.0,2.0
4144,2003,12,mclaren,95.0,2.0,3.0
4145,2003,12,renault,55.0,0.0,4.0
4146,2003,12,bar,14.0,0.0,5.0
4147,2003,12,toyota,7.0,0.0,9.0
4148,2003,12,jaguar,12.0,0.0,6.0
4149,2003,12,jordan,11.0,1.0,7.0
4150,2003,12,sauber,9.0,0.0,8.0
4151,2003,12,minardi,0.0,0.0,10.0
4152,2003,13,williams,118.0,4.0,2.0
4153,2003,13,ferrari,120.0,5.0,1.0
4154,2003,13,mclaren,103.0,2.0,3.0
4155,2003,13,renault,66.0,0.0,4.0
4156,2003,13,bar,15.0,0.0,5.0
4157,2003,13,jaguar,12.0,0.0,7.0
4158,2003,13,toyota,14.0,0.0,6.0
4159,2003,13,jordan,11.0,1.0,8.0
4160,2003,13,sauber,9.0,0.0,9.0
4161,2003,13,minardi,0.0,0.0,10.0
4162,2003,14,williams,129.0,4.0,1.0
4163,2003,14,ferrari,121.0,5.0,2.0
4164,2003,14,mclaren,115.0,2.0,3.0
4165,2003,14,renault,78.0,1.0,4.0
4166,2003,14,bar,15.0,0.0,5.0
4167,2003,14,jaguar,15.0,0.0,6.0
4168,2003,14,toyota,14.0,0.0,7.0
4169,2003,14,jordan,11.0,1.0,8.0
4170,2003,14,sauber,9.0,0.0,9.0
4171,2003,14,minardi,0.0,0.0,10.0
4172,2003,15,ferrari,137.0,6.0,2.0
4173,2003,15,williams,141.0,4.0,1.0
4174,2003,15,mclaren,120.0,2.0,3.0
4175,2003,15,renault,79.0,1.0,4.0
4176,2003,15,sauber,9.0,0.0,9.0
4177,2003,15,bar,18.0,0.0,5.0
4178,2003,15,jaguar,17.0,0.0,6.0
4179,2003,15,toyota,14.0,0.0,7.0
4180,2003,15,jordan,11.0,1.0,8.0
4181,2003,15,minardi,0.0,0.0,10.0
4182,2003,16,ferrari,147.0,7.0,1.0
4183,2003,16,williams,144.0,4.0,2.0
4184,2003,16,mclaren,128.0,2.0,3.0
4185,2003,16,renault,84.0,1.0,4.0
4186,2003,16,bar,18.0,0.0,6.0
4187,2003,16,sauber,19.0,0.0,5.0
4188,2003,16,jaguar,18.0,0.0,7.0
4189,2003,16,toyota,14.0,0.0,8.0
4190,2003,16,jordan,13.0,1.0,9.0
4191,2003,16,minardi,0.0,0.0,10.0
4192,2004,1,ferrari,0.0,0.0,0.0
4193,2004,1,williams,0.0,0.0,0.0
4194,2004,1,renault,0.0,0.0,0.0
4195,2004,1,bar,0.0,0.0,0.0
4196,2004,1,mclaren,0.0,0.0,0.0
4197,2004,1,sauber,0.0,0.0,0.0
4198,2004,1,jaguar,0.0,0.0,0.0
4199,2004,1,toyota,0.0,0.0,0.0
4200,2004,1,jordan,0.0,0.0,0.0
4201,2004,2,ferrari,18.0,1.0,1.0
4202,2004,2,williams,9.0,0.0,2.0
4203,2004,2,renault,8.0,0.0,3.0
4204,2004,2,bar,3.0,0.0,4.0
4205,2004,2,mclaren,1.0,0.0,5.0
4206,2004,2,sauber,0.0,0.0,6.0
4207,2004,2,toyota,0.0,0.0,8.0
4208,2004,2,jaguar,0.0,0.0,7.0
4209,2004,2,jordan,0.0,0.0,9.0
4210,2004,2,minardi,0.0,0.0,0.0
4211,2004,3,ferrari,33.0,2.0,1.0
4212,2004,3,renault,14.0,0.0,3.0
4213,2004,3,williams,17.0,0.0,2.0
4214,2004,3,bar,9.0,0.0,4.0
4215,2004,3,mclaren,4.0,0.0,5.0
4216,2004,3,sauber,1.0,0.0,6.0
4217,2004,3,jaguar,0.0,0.0,8.0
4218,2004,3,toyota,0.0,0.0,7.0
4219,2004,3,jordan,0.0,0.0,9.0
4220,2004,3,minardi,0.0,0.0,10.0
4221,2004,4,ferrari,51.0,3.0,1.0
4222,2004,4,renault,22.0,0.0,2.0
4223,2004,4,bar,19.0,0.0,4.0
4224,2004,4,williams,19.0,0.0,3.0
4225,2004,4,mclaren,4.0,0.0,5.0
4226,2004,4,sauber,1.0,0.0,6.0
4227,2004,4,jaguar,1.0,0.0,7.0
4228,2004,4,toyota,0.0,0.0,8.0
4229,2004,4,jordan,0.0,0.0,9.0
4230,2004,4,minardi,0.0,0.0,10.0
4231,2004,5,ferrari,64.0,4.0,1.0
4232,2004,5,renault,31.0,0.0,2.0
4233,2004,5,bar,27.0,0.0,3.0
4234,2004,5,williams,27.0,0.0,4.0
4235,2004,5,mclaren,5.0,0.0,5.0
4236,2004,5,sauber,1.0,0.0,6.0
4237,2004,5,jaguar,1.0,0.0,7.0
4238,2004,5,toyota,0.0,0.0,8.0
4239,2004,5,jordan,0.0,0.0,9.0
4240,2004,5,minardi,0.0,0.0,10.0
4241,2004,6,ferrari,82.0,5.0,1.0
4242,2004,6,renault,42.0,0.0,2.0
4243,2004,6,bar,32.0,0.0,3.0
4244,2004,6,williams,30.0,0.0,4.0
4245,2004,6,sauber,3.0,0.0,6.0
4246,2004,6,mclaren,5.0,0.0,5.0
4247,2004,6,toyota,0.0,0.0,8.0
4248,2004,6,jordan,0.0,0.0,9.0
4249,2004,6,jaguar,1.0,0.0,7.0
4250,2004,6,minardi,0.0,0.0,10.0
4251,2004,7,ferrari,88.0,5.0,1.0
4252,2004,7,renault,52.0,1.0,2.0
4253,2004,7,bar,40.0,0.0,3.0
4254,2004,7,williams,35.0,0.0,4.0
4255,2004,7,sauber,7.0,0.0,5.0
4256,2004,7,mclaren,5.0,0.0,6.0
4257,2004,7,toyota,4.0,0.0,7.0
4258,2004,7,jaguar,1.0,0.0,9.0
4259,2004,7,jordan,2.0,0.0,8.0
4260,2004,7,minardi,0.0,0.0,10.0
4261,2004,8,ferrari,106.0,6.0,1.0
4262,2004,8,renault,61.0,1.0,2.0
4263,2004,8,bar,46.0,0.0,3.0
4264,2004,8,williams,36.0,0.0,4.0
4265,2004,8,sauber,10.0,0.0,5.0
4266,2004,8,mclaren,5.0,0.0,6.0
4267,2004,8,jordan,2.0,0.0,9.0
4268,2004,8,toyota,4.0,0.0,7.0
4269,2004,8,jaguar,3.0,0.0,8.0
4270,2004,8,minardi,0.0,0.0,10.0
4271,2004,9,ferrari,124.0,7.0,1.0
4272,2004,9,renault,61.0,1.0,2.0
4273,2004,9,bar,52.0,0.0,3.0
4274,2004,9,williams,36.0,0.0,4.0
4275,2004,9,mclaren,12.0,0.0,6.0
4276,2004,9,sauber,15.0,0.0,5.0
4277,2004,9,toyota,4.0,0.0,8.0
4278,2004,9,jordan,5.0,0.0,7.0
4279,2004,9,jaguar,3.0,0.0,9.0
4280,2004,9,minardi,0.0,0.0,10.0
4281,2004,10,ferrari,142.0,8.0,1.0
4282,2004,10,renault,66.0,1.0,2.0
4283,2004,10,bar,58.0,0.0,3.0
4284,2004,10,williams,36.0,0.0,4.0
4285,2004,10,mclaren,17.0,0.0,5.0
4286,2004,10,sauber,15.0,0.0,6.0
4287,2004,10,toyota,8.0,0.0,7.0
4288,2004,10,jordan,5.0,0.0,8.0
4289,2004,10,jaguar,3.0,0.0,9.0
4290,2004,10,minardi,1.0,0.0,10.0
4291,2004,11,ferrari,158.0,9.0,1.0
4292,2004,11,renault,79.0,1.0,2.0
4293,2004,11,bar,62.0,0.0,3.0
4294,2004,11,williams,37.0,0.0,4.0
4295,2004,11,mclaren,22.0,0.0,5.0
4296,2004,11,sauber,15.0,0.0,6.0
4297,2004,11,toyota,8.0,0.0,7.0
4298,2004,11,jordan,5.0,0.0,8.0
4299,2004,11,jaguar,3.0,0.0,9.0
4300,2004,11,minardi,1.0,0.0,10.0
4301,2004,12,ferrari,174.0,10.0,1.0
4302,2004,12,renault,79.0,1.0,2.0
4303,2004,12,bar,67.0,0.0,3.0
4304,2004,12,williams,41.0,0.0,4.0
4305,2004,12,mclaren,32.0,0.0,5.0
4306,2004,12,sauber,18.0,0.0,6.0
4307,2004,12,toyota,8.0,0.0,7.0
4308,2004,12,jaguar,4.0,0.0,9.0
4309,2004,12,jordan,5.0,0.0,8.0
4310,2004,12,minardi,1.0,0.0,10.0
4311,2004,13,ferrari,184.0,11.0,1.0
4312,2004,13,renault,85.0,1.0,2.0
4313,2004,13,bar,76.0,0.0,3.0
4314,2004,13,williams,47.0,0.0,4.0
4315,2004,13,mclaren,37.0,0.0,5.0
4316,2004,13,sauber,18.0,0.0,6.0
4317,2004,13,toyota,8.0,0.0,7.0
4318,2004,13,jaguar,7.0,0.0,8.0
4319,2004,13,jordan,5.0,0.0,9.0
4320,2004,13,minardi,1.0,0.0,10.0
4321,2004,14,ferrari,202.0,12.0,1.0
4322,2004,14,renault,91.0,1.0,2.0
4323,2004,14,bar,83.0,0.0,3.0
4324,2004,14,williams,54.0,0.0,4.0
4325,2004,14,mclaren,37.0,0.0,5.0
4326,2004,14,sauber,19.0,0.0,6.0
4327,2004,14,jaguar,7.0,0.0,8.0
4328,2004,14,toyota,8.0,0.0,7.0
4329,2004,14,jordan,5.0,0.0,9.0
4330,2004,14,minardi,1.0,0.0,10.0
4331,2004,15,ferrari,216.0,12.0,1.0
4332,2004,15,bar,83.0,0.0,3.0
4333,2004,15,renault,91.0,1.0,2.0
4334,2004,15,williams,54.0,0.0,4.0
4335,2004,15,mclaren,49.0,1.0,5.0
4336,2004,15,sauber,28.0,0.0,6.0
4337,2004,15,jaguar,10.0,0.0,7.0
4338,2004,15,toyota,9.0,0.0,8.0
4339,2004,15,jordan,5.0,0.0,9.0
4340,2004,15,minardi,1.0,0.0,10.0
4341,2004,16,ferrari,234.0,13.0,1.0
4342,2004,16,bar,94.0,0.0,2.0
4343,2004,16,renault,91.0,1.0,3.0
4344,2004,16,williams,60.0,0.0,4.0
4345,2004,16,mclaren,52.0,1.0,5.0
4346,2004,16,sauber,29.0,0.0,6.0
4347,2004,16,jaguar,10.0,0.0,7.0
4348,2004,16,toyota,9.0,0.0,8.0
4349,2004,16,jordan,5.0,0.0,9.0
4350,2004,16,minardi,1.0,0.0,10.0
4351,2004,17,ferrari,244.0,14.0,1.0
4352,2004,17,bar,105.0,0.0,2.0
4353,2004,17,renault,96.0,1.0,3.0
4354,2004,17,williams,64.0,0.0,4.0
4355,2004,17,mclaren,58.0,1.0,5.0
4356,2004,17,sauber,32.0,0.0,6.0
4357,2004,17,jaguar,10.0,0.0,7.0
4358,2004,17,toyota,9.0,0.0,8.0
4359,2004,17,jordan,5.0,0.0,9.0
4360,2004,17,minardi,1.0,0.0,10.0
4361,2004,18,ferrari,254.0,15.0,1.0
4362,2004,18,bar,116.0,0.0,2.0
4363,2004,18,renault,100.0,1.0,3.0
4364,2004,18,williams,74.0,0.0,4.0
4365,2004,18,mclaren,61.0,1.0,5.0
4366,2004,18,sauber,33.0,0.0,6.0
4367,2004,18,jaguar,10.0,0.0,7.0
4368,2004,18,toyota,9.0,0.0,8.0
4369,2004,18,jordan,5.0,0.0,9.0
4370,2004,18,minardi,1.0,0.0,10.0
4371,2005,1,renault,0.0,0.0,0.0
4372,2005,1,ferrari,0.0,0.0,0.0
4373,2005,1,red_bull,0.0,0.0,0.0
4374,2005,1,williams,0.0,0.0,0.0
4375,2005,1,mclaren,0.0,0.0,0.0
4376,2005,1,toyota,0.0,0.0,0.0
4377,2005,1,sauber,0.0,0.0,0.0
4378,2005,1,jordan,0.0,0.0,0.0
4379,2005,1,minardi,0.0,0.0,0.0
4380,2005,1,bar,0.0,0.0,0.0
4381,2005,2,renault,16.0,1.0,1.0
4382,2005,2,toyota,0.0,0.0,6.0
4383,2005,2,red_bull,7.0,0.0,3.0
4384,2005,2,ferrari,8.0,0.0,2.0
4385,2005,2,williams,4.0,0.0,4.0
4386,2005,2,mclaren,4.0,0.0,5.0
4387,2005,2,sauber,0.0,0.0,7.0
4388,2005,2,jordan,0.0,0.0,8.0
4389,2005,2,minardi,0.0,0.0,9.0
4390,2005,2,bar,0.0,0.0,10.0
4391,2005,3,renault,26.0,2.0,1.0
4392,2005,3,toyota,12.0,0.0,2.0
4393,2005,3,mclaren,9.0,0.0,6.0
4394,2005,3,williams,10.0,0.0,5.0
4395,2005,3,red_bull,11.0,0.0,3.0
4396,2005,3,ferrari,10.0,0.0,4.0
4397,2005,3,sauber,0.0,0.0,7.0
4398,2005,3,jordan,0.0,0.0,8.0
4399,2005,3,minardi,0.0,0.0,9.0
4400,2005,3,bar,0.0,0.0,10.0
4401,2005,4,renault,36.0,3.0,1.0
4402,2005,4,toyota,25.0,0.0,2.0
4403,2005,4,mclaren,19.0,0.0,3.0
4404,2005,4,ferrari,10.0,0.0,6.0
4405,2005,4,williams,13.0,0.0,4.0
4406,2005,4,red_bull,12.0,0.0,5.0
4407,2005,4,sauber,2.0,0.0,7.0
4408,2005,4,jordan,0.0,0.0,8.0
4409,2005,4,minardi,0.0,0.0,9.0
4410,2005,4,bar,0.0,0.0,10.0
4411,2005,5,renault,46.0,4.0,1.0
4412,2005,5,toyota,29.0,0.0,2.0
4413,2005,5,mclaren,25.0,0.0,3.0
4414,2005,5,williams,18.0,0.0,5.0
4415,2005,5,ferrari,18.0,0.0,4.0
4416,2005,5,red_bull,13.0,0.0,6.0
4417,2005,5,sauber,7.0,0.0,7.0
4418,2005,5,jordan,0.0,0.0,8.0
4419,2005,5,minardi,0.0,0.0,9.0
4420,2005,5,bar,0.0,0.0,10.0
4421,2005,6,renault,58.0,4.0,1.0
4422,2005,6,mclaren,37.0,1.0,3.0
4423,2005,6,toyota,40.0,0.0,2.0
4424,2005,6,williams,21.0,0.0,4.0
4425,2005,6,ferrari,18.0,0.0,5.0
4426,2005,6,red_bull,14.0,0.0,6.0
4427,2005,6,sauber,7.0,0.0,7.0
4428,2005,6,jordan,0.0,0.0,8.0
4429,2005,6,minardi,0.0,0.0,9.0
4430,2005,6,bar,0.0,0.0,10.0
4431,2005,7,renault,63.0,4.0,1.0
4432,2005,7,mclaren,51.0,2.0,2.0
4433,2005,7,toyota,43.0,0.0,3.0
4434,2005,7,williams,35.0,0.0,4.0
4435,2005,7,ferrari,21.0,0.0,5.0
4436,2005,7,red_bull,14.0,0.0,6.0
4437,2005,7,sauber,7.0,0.0,7.0
4438,2005,7,jordan,0.0,0.0,8.0
4439,2005,7,bar,0.0,0.0,10.0
4440,2005,7,minardi,0.0,0.0,9.0
4441,2005,8,renault,76.0,5.0,1.0
4442,2005,8,mclaren,53.0,2.0,2.0
4443,2005,8,williams,43.0,0.0,4.0
4444,2005,8,toyota,44.0,0.0,3.0
4445,2005,8,ferrari,31.0,0.0,5.0
4446,2005,8,red_bull,19.0,0.0,6.0
4447,2005,8,sauber,7.0,0.0,7.0
4448,2005,8,jordan,0.0,0.0,8.0
4449,2005,8,bar,0.0,0.0,9.0
4450,2005,8,minardi,0.0,0.0,10.0
4451,2005,9,renault,76.0,5.0,1.0
4452,2005,9,mclaren,63.0,3.0,2.0
4453,2005,9,ferrari,45.0,0.0,5.0
4454,2005,9,williams,47.0,0.0,3.0
4455,2005,9,toyota,47.0,0.0,4.0
4456,2005,9,red_bull,22.0,0.0,6.0
4457,2005,9,sauber,12.0,0.0,7.0
4458,2005,9,jordan,0.0,0.0,8.0
4459,2005,9,minardi,0.0,0.0,10.0
4460,2005,9,bar,0.0,0.0,9.0
4461,2005,10,renault,76.0,5.0,1.0
4462,2005,10,mclaren,63.0,3.0,2.0
4463,2005,10,ferrari,63.0,1.0,3.0
4464,2005,10,toyota,47.0,0.0,5.0
4465,2005,10,williams,47.0,0.0,4.0
4466,2005,10,red_bull,22.0,0.0,6.0
4467,2005,10,sauber,12.0,0.0,7.0
4468,2005,10,jordan,11.0,0.0,8.0
4469,2005,10,minardi,7.0,0.0,9.0
4470,2005,10,bar,0.0,0.0,10.0
4471,2005,11,renault,89.0,6.0,1.0
4472,2005,11,mclaren,71.0,3.0,2.0
4473,2005,11,ferrari,69.0,1.0,3.0
4474,2005,11,toyota,53.0,0.0,4.0
4475,2005,11,williams,47.0,0.0,5.0
4476,2005,11,red_bull,22.0,0.0,6.0
4477,2005,11,sauber,13.0,0.0,7.0
4478,2005,11,jordan,11.0,0.0,8.0
4479,2005,11,bar,5.0,0.0,10.0
4480,2005,11,minardi,7.0,0.0,9.0
4481,2005,12,renault,102.0,6.0,1.0
4482,2005,12,mclaren,87.0,4.0,2.0
4483,2005,12,ferrari,74.0,1.0,3.0
4484,2005,12,toyota,54.0,0.0,4.0
4485,2005,12,williams,47.0,0.0,5.0
4486,2005,12,red_bull,22.0,0.0,6.0
4487,2005,12,bar,9.0,0.0,9.0
4488,2005,12,sauber,13.0,0.0,7.0
4489,2005,12,jordan,11.0,0.0,8.0
4490,2005,12,minardi,7.0,0.0,10.0
4491,2005,13,renault,117.0,7.0,1.0
4492,2005,13,mclaren,95.0,4.0,2.0
4493,2005,13,ferrari,78.0,1.0,3.0
4494,2005,13,toyota,57.0,0.0,4.0
4495,2005,13,williams,47.0,0.0,5.0
4496,2005,13,red_bull,24.0,0.0,6.0
4497,2005,13,bar,15.0,0.0,7.0
4498,2005,13,sauber,14.0,0.0,8.0
4499,2005,13,jordan,11.0,0.0,9.0
4500,2005,13,minardi,7.0,0.0,10.0
4501,2005,14,renault,117.0,7.0,1.0
4502,2005,14,mclaren,105.0,5.0,2.0
4503,2005,14,ferrari,86.0,1.0,3.0
4504,2005,14,toyota,68.0,0.0,4.0
4505,2005,14,williams,52.0,0.0,5.0
4506,2005,14,red_bull,24.0,0.0,6.0
4507,2005,14,bar,20.0,0.0,7.0
4508,2005,14,sauber,14.0,0.0,8.0
4509,2005,14,jordan,11.0,0.0,9.0
4510,2005,14,minardi,7.0,0.0,10.0
4511,2005,15,renault,130.0,7.0,1.0
4512,2005,15,mclaren,121.0,6.0,2.0
4513,2005,15,ferrari,86.0,1.0,3.0
4514,2005,15,toyota,71.0,0.0,4.0
4515,2005,15,williams,52.0,0.0,5.0
4516,2005,15,red_bull,27.0,0.0,6.0
4517,2005,15,bar,24.0,0.0,7.0
4518,2005,15,sauber,14.0,0.0,8.0
4519,2005,15,jordan,11.0,0.0,9.0
4520,2005,15,minardi,7.0,0.0,10.0
4521,2005,16,renault,144.0,7.0,1.0
4522,2005,16,mclaren,136.0,7.0,2.0
4523,2005,16,ferrari,86.0,1.0,3.0
4524,2005,16,toyota,78.0,0.0,4.0
4525,2005,16,williams,54.0,0.0,5.0
4526,2005,16,bar,25.0,0.0,7.0
4527,2005,16,red_bull,27.0,0.0,6.0
4528,2005,16,sauber,14.0,0.0,8.0
4529,2005,16,jordan,11.0,0.0,9.0
4530,2005,16,minardi,7.0,0.0,10.0
4531,2005,17,mclaren,146.0,8.0,2.0
4532,2005,17,renault,152.0,7.0,1.0
4533,2005,17,ferrari,90.0,1.0,3.0
4534,2005,17,toyota,80.0,0.0,4.0
4535,2005,17,williams,59.0,0.0,5.0
4536,2005,17,bar,31.0,0.0,6.0
4537,2005,17,red_bull,27.0,0.0,7.0
4538,2005,17,sauber,17.0,0.0,8.0
4539,2005,17,jordan,12.0,0.0,9.0
4540,2005,17,minardi,7.0,0.0,10.0
4541,2005,18,renault,162.0,7.0,2.0
4542,2005,18,mclaren,164.0,9.0,1.0
4543,2005,18,ferrari,98.0,1.0,3.0
4544,2005,18,toyota,81.0,0.0,4.0
4545,2005,18,williams,59.0,0.0,5.0
4546,2005,18,bar,33.0,0.0,6.0
4547,2005,18,red_bull,27.0,0.0,7.0
4548,2005,18,sauber,17.0,0.0,8.0
4549,2005,18,jordan,12.0,0.0,9.0
4550,2005,18,minardi,7.0,0.0,10.0
4551,2005,19,renault,176.0,7.0,1.0
4552,2005,19,mclaren,174.0,10.0,2.0
4553,2005,19,ferrari,100.0,1.0,3.0
4554,2005,19,toyota,82.0,0.0,4.0
4555,2005,19,williams,64.0,0.0,5.0
4556,2005,19,bar,37.0,0.0,6.0
4557,2005,19,red_bull,30.0,0.0,7.0
4558,2005,19,sauber,17.0,0.0,8.0
4559,2005,19,jordan,12.0,0.0,9.0
4560,2005,19,minardi,7.0,0.0,10.0
4561,2006,1,renault,0.0,0.0,0.0
4562,2006,1,mclaren,0.0,0.0,0.0
4563,2006,1,ferrari,0.0,0.0,0.0
4564,2006,1,honda,0.0,0.0,0.0
4565,2006,1,williams,0.0,0.0,0.0
4566,2006,1,red_bull,0.0,0.0,0.0
4567,2006,1,toro_rosso,0.0,0.0,0.0
4568,2006,1,bmw_sauber,0.0,0.0,0.0
4569,2006,1,toyota,0.0,0.0,0.0
4570,2006,1,mf1,0.0,0.0,0.0
4571,2006,1,super_aguri,0.0,0.0,0.0
4572,2006,2,renault,10.0,1.0,1.0
4573,2006,2,ferrari,8.0,0.0,3.0
4574,2006,2,mclaren,10.0,0.0,2.0
4575,2006,2,honda,5.0,0.0,4.0
4576,2006,2,williams,5.0,0.0,5.0
4577,2006,2,bmw_sauber,0.0,0.0,8.0
4578,2006,2,toyota,0.0,0.0,9.0
4579,2006,2,red_bull,1.0,0.0,6.0
4580,2006,2,toro_rosso,0.0,0.0,7.0
4581,2006,2,mf1,0.0,0.0,10.0
4582,2006,2,super_aguri,0.0,0.0,11.0
4583,2006,3,renault,28.0,2.0,1.0
4584,2006,3,mclaren,15.0,0.0,3.0
4585,2006,3,ferrari,15.0,0.0,2.0
4586,2006,3,honda,11.0,0.0,4.0
4587,2006,3,bmw_sauber,2.0,0.0,6.0
4588,2006,3,toyota,1.0,0.0,7.0
4589,2006,3,williams,5.0,0.0,5.0
4590,2006,3,red_bull,1.0,0.0,8.0
4591,2006,3,toro_rosso,0.0,0.0,9.0
4592,2006,3,mf1,0.0,0.0,10.0
4593,2006,3,super_aguri,0.0,0.0,11.0
4594,2006,4,renault,42.0,3.0,1.0
4595,2006,4,mclaren,23.0,0.0,2.0
4596,2006,4,ferrari,15.0,0.0,3.0
4597,2006,4,honda,13.0,0.0,4.0
4598,2006,4,bmw_sauber,10.0,0.0,5.0
4599,2006,4,williams,5.0,0.0,7.0
4600,2006,4,toyota,7.0,0.0,6.0
4601,2006,4,red_bull,2.0,0.0,8.0
4602,2006,4,toro_rosso,0.0,0.0,9.0
4603,2006,4,mf1,0.0,0.0,10.0
4604,2006,4,super_aguri,0.0,0.0,11.0
4605,2006,5,renault,51.0,3.0,1.0
4606,2006,5,ferrari,30.0,1.0,3.0
4607,2006,5,mclaren,33.0,0.0,2.0
4608,2006,5,honda,15.0,0.0,4.0
4609,2006,5,bmw_sauber,10.0,0.0,5.0
4610,2006,5,williams,8.0,0.0,6.0
4611,2006,5,toyota,7.0,0.0,7.0
4612,2006,5,red_bull,2.0,0.0,8.0
4613,2006,5,toro_rosso,0.0,0.0,9.0
4614,2006,5,mf1,0.0,0.0,10.0
4615,2006,5,super_aguri,0.0,0.0,11.0
4616,2006,6,renault,62.0,3.0,1.0
4617,2006,6,ferrari,46.0,2.0,2.0
4618,2006,6,mclaren,38.0,0.0,3.0
4619,2006,6,honda,19.0,0.0,4.0
4620,2006,6,bmw_sauber,11.0,0.0,5.0
4621,2006,6,williams,10.0,0.0,6.0
4622,2006,6,toyota,7.0,0.0,7.0
4623,2006,6,red_bull,2.0,0.0,8.0
4624,2006,6,toro_rosso,0.0,0.0,9.0
4625,2006,6,mf1,0.0,0.0,10.0
4626,2006,6,super_aguri,0.0,0.0,11.0
4627,2006,7,renault,78.0,4.0,1.0
4628,2006,7,ferrari,59.0,2.0,2.0
4629,2006,7,mclaren,42.0,0.0,3.0
4630,2006,7,honda,24.0,0.0,4.0
4631,2006,7,bmw_sauber,12.0,0.0,5.0
4632,2006,7,williams,10.0,0.0,6.0
4633,2006,7,toyota,7.0,0.0,7.0
4634,2006,7,red_bull,2.0,0.0,8.0
4635,2006,7,toro_rosso,0.0,0.0,9.0
4636,2006,7,mf1,0.0,0.0,10.0
4637,2006,7,super_aguri,0.0,0.0,11.0
4638,2006,8,renault,91.0,5.0,1.0
4639,2006,8,ferrari,63.0,2.0,2.0
4640,2006,8,mclaren,50.0,0.0,3.0
4641,2006,8,honda,29.0,0.0,4.0
4642,2006,8,bmw_sauber,14.0,0.0,5.0
4643,2006,8,williams,10.0,0.0,6.0
4644,2006,8,toyota,8.0,0.0,7.0
4645,2006,8,red_bull,8.0,0.0,8.0
4646,2006,8,toro_rosso,0.0,0.0,9.0
4647,2006,8,mf1,0.0,0.0,10.0
4648,2006,8,super_aguri,0.0,0.0,11.0
4649,2006,9,renault,106.0,6.0,1.0
4650,2006,9,ferrari,75.0,2.0,2.0
4651,2006,9,mclaren,59.0,0.0,3.0
4652,2006,9,honda,29.0,0.0,4.0
4653,2006,9,bmw_sauber,17.0,0.0,5.0
4654,2006,9,toyota,8.0,0.0,7.0
4655,2006,9,williams,10.0,0.0,6.0
4656,2006,9,red_bull,8.0,0.0,8.0
4657,2006,9,toro_rosso,0.0,0.0,9.0
4658,2006,9,mf1,0.0,0.0,10.0
4659,2006,9,super_aguri,0.0,0.0,11.0
4660,2006,10,renault,121.0,7.0,1.0
4661,2006,10,ferrari,87.0,2.0,2.0
4662,2006,10,mclaren,65.0,0.0,3.0
4663,2006,10,honda,29.0,0.0,4.0
4664,2006,10,bmw_sauber,19.0,0.0,5.0
4665,2006,10,toyota,11.0,0.0,6.0
4666,2006,10,red_bull,9.0,0.0,8.0
4667,2006,10,williams,10.0,0.0,7.0
4668,2006,10,toro_rosso,0.0,0.0,9.0
4669,2006,10,mf1,0.0,0.0,10.0
4670,2006,10,super_aguri,0.0,0.0,11.0
4671,2006,11,renault,131.0,7.0,1.0
4672,2006,11,ferrari,105.0,3.0,2.0
4673,2006,11,mclaren,65.0,0.0,3.0
4674,2006,11,honda,32.0,0.0,4.0
4675,2006,11,toyota,16.0,0.0,6.0
4676,2006,11,bmw_sauber,19.0,0.0,5.0
4677,2006,11,red_bull,11.0,0.0,7.0
4678,2006,11,williams,10.0,0.0,8.0
4679,2006,11,toro_rosso,1.0,0.0,9.0
4680,2006,11,mf1,0.0,0.0,10.0
4681,2006,11,super_aguri,0.0,0.0,11.0
4682,2006,12,renault,142.0,7.0,1.0
4683,2006,12,ferrari,121.0,4.0,2.0
4684,2006,12,mclaren,71.0,0.0,3.0
