,season,round,constructor,constructor_points,constructor_wins,constructor_standings_pos
1642,1991,1,fondmetal,0.0,0.0,0.0
1643,1991,2,mclaren,10.0,1.0,1.0
1644,1991,2,ferrari,6.0,0.0,2.0
1645,1991,2,williams,0.0,0.0,12.0
1646,1991,2,benetton,4.0,0.0,4.0
1647,1991,2,tyrrell,5.0,0.0,3.0
1648,1991,2,larrousse,1.0,0.0,5.0
1649,1991,2,lambo,0.0,0.0,6.0
1650,1991,2,minardi,0.0,0.0,8.0
1651,1991,2,ags,0.0,0.0,7.0
1652,1991,2,team_lotus,0.0,0.0,11.0
1653,1991,2,jordan,0.0,0.0,9.0
1654,1991,2,ligier,0.0,0.0,15.0
1655,1991,2,brabham,0.0,0.0,10.0
1656,1991,2,dallara,0.0,0.0,16.0
1657,1991,2,footwork,0.0,0.0,13.0
1658,1991,2,leyton,0.0,0.0,14.0
1659,1991,2,fondmetal,0.0,0.0,18.0
1660,1991,2,coloni,0.0,0.0,17.0
1661,1991,3,mclaren,24.0,2.0,1.0
1662,1991,3,ferrari,10.0,0.0,2.0
1663,1991,3,williams,6.0,0.0,3.0
1664,1991,3,benetton,6.0,0.0,4.0
1665,1991,3,tyrrell,5.0,0.0,5.0
1666,1991,3,dallara,0.0,0.0,14.0
1667,1991,3,minardi,0.0,0.0,8.0
1668,1991,3,team_lotus,0.0,0.0,10.0
1669,1991,3,larrousse,1.0,0.0,6.0
1670,1991,3,lambo,0.0,0.0,7.0
1671,1991,3,ligier,0.0,0.0,12.0
1672,1991,3,brabham,0.0,0.0,13.0
1673,1991,3,ags,0.0,0.0,9.0
1674,1991,3,jordan,0.0,0.0,11.0
1675,1991,3,leyton,0.0,0.0,16.0
1676,1991,3,footwork,0.0,0.0,15.0
1677,1991,3,lola,0.0,0.0,0.0
1678,1991,3,fondmetal,0.0,0.0,17.0
1679,1991,3,coloni,0.0,0.0,18.0
1680,1991,4,mclaren,40.0,3.0,1.0
1681,1991,4,ferrari,10.0,0.0,2.0
1682,1991,4,williams,6.0,0.0,3.0
1683,1991,4,benetton,6.0,0.0,4.0
1684,1991,4,dallara,4.0,0.0,6.0
1685,1991,4,tyrrell,5.0,0.0,5.0
1686,1991,4,minardi,3.0,0.0,7.0
1687,1991,4,team_lotus,3.0,0.0,8.0
1688,1991,4,larrousse,1.0,0.0,9.0
1689,1991,4,ligier,0.0,0.0,11.0
1690,1991,4,lambo,0.0,0.0,10.0
1691,1991,4,jordan,0.0,0.0,14.0
1692,1991,4,brabham,0.0,0.0,12.0
1693,1991,4,ags,0.0,0.0,13.0
1694,1991,4,lola,0.0,0.0,17.0
1695,1991,4,leyton,0.0,0.0,15.0
1696,1991,4,footwork,0.0,0.0,16.0
1697,1991,4,fondmetal,0.0,0.0,18.0
1698,1991,4,coloni,0.0,0.0,19.0
1699,1991,5,mclaren,50.0,4.0,1.0
1700,1991,5,benetton,9.0,0.0,4.0
1701,1991,5,williams,12.0,0.0,3.0
1702,1991,5,ferrari,16.0,0.0,2.0
1703,1991,5,tyrrell,5.0,0.0,6.0
1704,1991,5,dallara,5.0,0.0,5.0
1705,1991,5,jordan,0.0,0.0,12.0
1706,1991,5,minardi,3.0,0.0,7.0
1707,1991,5,team_lotus,3.0,0.0,8.0
1708,1991,5,larrousse,1.0,0.0,9.0
1709,1991,5,ligier,0.0,0.0,10.0
1710,1991,5,lambo,0.0,0.0,11.0
1711,1991,5,brabham,0.0,0.0,13.0
1712,1991,5,ags,0.0,0.0,14.0
1713,1991,5,lola,0.0,0.0,15.0
1714,1991,5,leyton,0.0,0.0,16.0
1715,1991,5,footwork,0.0,0.0,17.0
1716,1991,5,fondmetal,0.0,0.0,18.0
1717,1991,5,coloni,0.0,0.0,19.0
1718,1991,6,mclaren,50.0,4.0,1.0
1719,1991,6,williams,17.0,0.0,3.0
1720,1991,6,benetton,19.0,1.0,2.0
1721,1991,6,ferrari,16.0,0.0,4.0
1722,1991,6,tyrrell,11.0,0.0,5.0
1723,1991,6,jordan,5.0,0.0,7.0
1724,1991,6,dallara,5.0,0.0,6.0
1725,1991,6,minardi,3.0,0.0,8.0
1726,1991,6,team_lotus,3.0,0.0,9.0
1727,1991,6,lola,0.0,0.0,15.0
1728,1991,6,larrousse,1.0,0.0,10.0
1729,1991,6,ligier,0.0,0.0,11.0
1730,1991,6,lambo,0.0,0.0,12.0
1731,1991,6,brabham,0.0,0.0,13.0
1732,1991,6,ags,0.0,0.0,14.0
1733,1991,6,leyton,0.0,0.0,16.0
1734,1991,6,footwork,0.0,0.0,17.0
1735,1991,6,fondmetal,0.0,0.0,18.0
1736,1991,6,coloni,0.0,0.0,19.0
1737,1991,7,mclaren,54.0,4.0,1.0
1738,1991,7,williams,33.0,1.0,2.0
1739,1991,7,ferrari,16.0,0.0,4.0
1740,1991,7,benetton,21.0,1.0,3.0
1741,1991,7,tyrrell,11.0,0.0,5.0
1742,1991,7,jordan,8.0,0.0,6.0
1743,1991,7,dallara,5.0,0.0,7.0
1744,1991,7,minardi,3.0,0.0,8.0
1745,1991,7,team_lotus,3.0,0.0,9.0
1746,1991,7,lola,1.0,0.0,10.0
1747,1991,7,larrousse,1.0,0.0,11.0
1748,1991,7,ligier,0.0,0.0,12.0
1749,1991,7,lambo,0.0,0.0,13.0
1750,1991,7,leyton,0.0,0.0,16.0
1751,1991,7,brabham,0.0,0.0,14.0
1752,1991,7,ags,0.0,0.0,15.0
1753,1991,7,footwork,0.0,0.0,17.0
1754,1991,7,fondmetal,0.0,0.0,18.0
1755,1991,7,coloni,0.0,0.0,19.0
1756,1991,8,mclaren,58.0,4.0,1.0
1757,1991,8,williams,45.0,2.0,2.0
1758,1991,8,ferrari,25.0,0.0,3.0
1759,1991,8,benetton,21.0,1.0,4.0
1760,1991,8,tyrrell,11.0,0.0,5.0
1761,1991,8,jordan,9.0,0.0,6.0
1762,1991,8,dallara,5.0,0.0,7.0
1763,1991,8,minardi,3.0,0.0,8.0
1764,1991,8,team_lotus,3.0,0.0,9.0
1765,1991,8,lola,1.0,0.0,10.0
1766,1991,8,larrousse,1.0,0.0,11.0
1767,1991,8,ligier,0.0,0.0,12.0
1768,1991,8,lambo,0.0,0.0,13.0
1769,1991,8,leyton,0.0,0.0,14.0
1770,1991,8,brabham,0.0,0.0,15.0
1771,1991,8,ags,0.0,0.0,16.0
1772,1991,8,footwork,0.0,0.0,17.0
1773,1991,8,fondmetal,0.0,0.0,18.0
1774,1991,8,coloni,0.0,0.0,19.0
1775,1991,9,williams,55.0,3.0,2.0
1776,1991,9,mclaren,67.0,4.0,1.0
1777,1991,9,ferrari,29.0,0.0,3.0
1778,1991,9,benetton,23.0,1.0,4.0
1779,1991,9,jordan,10.0,0.0,6.0
1780,1991,9,tyrrell,11.0,0.0,5.0
1781,1991,9,dallara,5.0,0.0,7.0
1782,1991,9,minardi,3.0,0.0,8.0
1783,1991,9,team_lotus,3.0,0.0,9.0
1784,1991,9,lola,1.0,0.0,10.0
1785,1991,9,larrousse,1.0,0.0,11.0
1786,1991,9,ligier,0.0,0.0,12.0
1787,1991,9,lambo,0.0,0.0,13.0
1788,1991,9,leyton,0.0,0.0,14.0
1789,1991,9,brabham,0.0,0.0,15.0
1790,1991,9,ags,0.0,0.0,16.0
1791,1991,9,footwork,0.0,0.0,17.0
1792,1991,9,fondmetal,0.0,0.0,18.0
1793,1991,9,coloni,0.0,0.0,19.0
1794,1991,10,mclaren,70.0,4.0,2.0
1795,1991,10,williams,71.0,4.0,1.0
1796,1991,10,ferrari,33.0,0.0,3.0
1797,1991,10,benetton,23.0,1.0,4.0
1798,1991,10,jordan,13.0,0.0,5.0
1799,1991,10,tyrrell,11.0,0.0,6.0
1800,1991,10,dallara,5.0,0.0,7.0
1801,1991,10,minardi,3.0,0.0,8.0
1802,1991,10,team_lotus,3.0,0.0,9.0
1803,1991,10,leyton,0.0,0.0,14.0
1804,1991,10,lola,1.0,0.0,10.0
1805,1991,10,larrousse,1.0,0.0,11.0
1806,1991,10,ligier,0.0,0.0,12.0
1807,1991,10,lambo,0.0,0.0,13.0
1808,1991,10,brabham,0.0,0.0,15.0
1809,1991,10,ags,0.0,0.0,16.0
1810,1991,10,footwork,0.0,0.0,17.0
1811,1991,10,fondmetal,0.0,0.0,18.0
1812,1991,10,coloni,0.0,0.0,19.0
1813,1991,11,mclaren,83.0,5.0,1.0
1814,1991,11,williams,81.0,4.0,2.0
1815,1991,11,ferrari,35.0,0.0,3.0
1816,1991,11,benetton,23.0,1.0,4.0
1817,1991,11,jordan,13.0,0.0,5.0
1818,1991,11,tyrrell,11.0,0.0,6.0
1819,1991,11,dallara,5.0,0.0,7.0
1820,1991,11,minardi,3.0,0.0,8.0
1821,1991,11,team_lotus,3.0,0.0,9.0
1822,1991,11,leyton,1.0,0.0,10.0
1823,1991,11,brabham,0.0,0.0,15.0
1824,1991,11,lola,1.0,0.0,11.0
1825,1991,11,larrousse,1.0,0.0,12.0
1826,1991,11,ligier,0.0,0.0,13.0
1827,1991,11,lambo,0.0,0.0,14.0
1828,1991,11,ags,0.0,0.0,16.0
1829,1991,11,fondmetal,0.0,0.0,18.0
1830,1991,11,footwork,0.0,0.0,17.0
1831,1991,11,coloni,0.0,0.0,19.0
1832,1991,12,mclaren,99.0,6.0,1.0
1833,1991,12,williams,83.0,4.0,2.0
1834,1991,12,ferrari,35.0,0.0,3.0
1835,1991,12,benetton,30.0,1.0,4.0
1836,1991,12,jordan,13.0,0.0,5.0
1837,1991,12,tyrrell,11.0,0.0,6.0
1838,1991,12,dallara,5.0,0.0,7.0
1839,1991,12,minardi,3.0,0.0,8.0
1840,1991,12,team_lotus,3.0,0.0,9.0
1841,1991,12,leyton,1.0,0.0,10.0
1842,1991,12,brabham,1.0,0.0,11.0
1843,1991,12,lola,1.0,0.0,12.0
1844,1991,12,larrousse,1.0,0.0,13.0
1845,1991,12,ligier,0.0,0.0,14.0
1846,1991,12,lambo,0.0,0.0,15.0
1847,1991,12,ags,0.0,0.0,16.0
1848,1991,12,fondmetal,0.0,0.0,17.0
1849,1991,12,footwork,0.0,0.0,18.0
1850,1991,12,coloni,0.0,0.0,19.0
1851,1991,13,mclaren,108.0,6.0,1.0
1852,1991,13,williams,93.0,5.0,2.0
1853,1991,13,ferrari,39.0,0.0,3.0
1854,1991,13,benetton,33.0,1.0,4.0
1855,1991,13,jordan,13.0,0.0,5.0
1856,1991,13,tyrrell,11.0,0.0,6.0
1857,1991,13,minardi,3.0,0.0,8.0
1858,1991,13,dallara,5.0,0.0,7.0
1859,1991,13,team_lotus,3.0,0.0,9.0
1860,1991,13,leyton,1.0,0.0,10.0
1861,1991,13,brabham,1.0,0.0,11.0
1862,1991,13,lola,1.0,0.0,12.0
1863,1991,13,larrousse,1.0,0.0,13.0
1864,1991,13,ligier,0.0,0.0,14.0
1865,1991,13,lambo,0.0,0.0,15.0
1866,1991,13,ags,0.0,0.0,16.0
1867,1991,13,fondmetal,0.0,0.0,17.0
1868,1991,13,footwork,0.0,0.0,18.0
1869,1991,13,coloni,0.0,0.0,19.0
1870,1991,14,williams,103.0,6.0,2.0
1871,1991,14,mclaren,114.0,6.0,1.0
1872,1991,14,ferrari,43.0,0.0,3.0
1873,1991,14,benetton,36.0,1.0,4.0
1874,1991,14,jordan,13.0,0.0,5.0
1875,1991,14,tyrrell,11.0,0.0,6.0
1876,1991,14,minardi,6.0,0.0,7.0
1877,1991,14,dallara,5.0,0.0,8.0
1878,1991,14,team_lotus,3.0,0.0,9.0
1879,1991,14,leyton,1.0,0.0,10.0
1880,1991,14,brabham,1.0,0.0,11.0
1881,1991,14,lola,1.0,0.0,12.0
1882,1991,14,larrousse,1.0,0.0,13.0
1883,1991,14,ligier,0.0,0.0,14.0
1884,1991,14,lambo,0.0,0.0,15.0
1885,1991,14,ags,0.0,0.0,16.0
1886,1991,14,fondmetal,0.0,0.0,17.0
1887,1991,14,footwork,0.0,0.0,18.0
1888,1991,14,coloni,0.0,0.0,19.0
1889,1991,15,mclaren,116.0,6.0,2.0
1890,1991,15,williams,117.0,7.0,1.0
1891,1991,15,ferrari,52.0,0.0,3.0
1892,1991,15,benetton,37.0,1.0,4.0
1893,1991,15,jordan,13.0,0.0,5.0
1894,1991,15,tyrrell,11.0,0.0,6.0
1895,1991,15,minardi,6.0,0.0,7.0
1896,1991,15,dallara,5.0,0.0,8.0
1897,1991,15,team_lotus,3.0,0.0,9.0
1898,1991,15,brabham,1.0,0.0,11.0
1899,1991,15,leyton,1.0,0.0,10.0
1900,1991,15,lola,1.0,0.0,12.0
1901,1991,15,larrousse,1.0,0.0,13.0
1902,1991,15,ligier,0.0,0.0,14.0
1903,1991,15,lambo,0.0,0.0,15.0
1904,1991,15,ags,0.0,0.0,16.0
1905,1991,15,fondmetal,0.0,0.0,17.0
1906,1991,15,footwork,0.0,0.0,18.0
1907,1991,15,coloni,0.0,0.0,19.0
1908,1991,16,mclaren,132.0,7.0,1.0
1909,1991,16,williams,121.0,7.0,2.0
1910,1991,16,ferrari,55.0,0.0,3.0
1911,1991,16,benetton,37.0,1.0,4.0
1912,1991,16,jordan,13.0,0.0,5.0
1913,1991,16,tyrrell,12.0,0.0,6.0
1914,1991,16,minardi,6.0,0.0,7.0
1915,1991,16,dallara,5.0,0.0,8.0
1916,1991,16,team_lotus,3.0,0.0,9.0
1917,1991,16,brabham,3.0,0.0,10.0
1918,1991,16,leyton,1.0,0.0,11.0
1919,1991,16,lola,1.0,0.0,12.0
1920,1991,16,larrousse,1.0,0.0,13.0
1921,1991,16,ligier,0.0,0.0,14.0
1922,1991,16,lambo,0.0,0.0,15.0
1923,1991,16,ags,0.0,0.0,16.0
1924,1991,16,fondmetal,0.0,0.0,17.0
1925,1991,16,footwork,0.0,0.0,18.0
1926,1991,16,coloni,0.0,0.0,19.0
1927,1992,1,williams,0.0,0.0,0.0
1928,1992,1,mclaren,0.0,0.0,0.0
1929,1992,1,benetton,0.0,0.0,0.0
1930,1992,1,team_lotus,0.0,0.0,0.0
1931,1992,1,ligier,0.0,0.0,0.0
1932,1992,1,footwork,0.0,0.0,0.0
1933,1992,1,jordan,0.0,0.0,0.0
1934,1992,1,larrousse,0.0,0.0,0.0
1935,1992,1,brabham,0.0,0.0,0.0
1936,1992,2,williams,16.0,1.0,1.0
1937,1992,2,mclaren,6.0,0.0,2.0
1938,1992,2,benetton,3.0,0.0,3.0
1939,1992,2,tyrrell,0.0,0.0,0.0
1940,1992,2,team_lotus,1.0,0.0,4.0
1941,1992,2,ligier,0.0,0.0,5.0
1942,1992,2,footwork,0.0,0.0,6.0
1943,1992,2,dallara,0.0,0.0,0.0
1944,1992,2,larrousse,0.0,0.0,8.0
1945,1992,2,jordan,0.0,0.0,7.0
1946,1992,2,brabham,0.0,0.0,9.0
1947,1992,3,williams,32.0,2.0,1.0
1948,1992,3,benetton,7.0,0.0,3.0
1949,1992,3,mclaren,9.0,0.0,2.0
1950,1992,3,ferrari,0.0,0.0,0.0
1951,1992,3,tyrrell,2.0,0.0,4.0
1952,1992,3,team_lotus,2.0,0.0,5.0
1953,1992,3,footwork,0.0,0.0,7.0
1954,1992,3,ligier,0.0,0.0,6.0
1955,1992,3,minardi,0.0,0.0,0.0
1956,1992,3,dallara,0.0,0.0,8.0
1957,1992,3,larrousse,0.0,0.0,9.0
1958,1992,3,jordan,0.0,0.0,10.0
1959,1992,3,brabham,0.0,0.0,11.0
1960,1992,4,williams,48.0,3.0,1.0
1961,1992,4,benetton,11.0,0.0,2.0
1962,1992,4,mclaren,9.0,0.0,3.0
1963,1992,4,ferrari,5.0,0.0,4.0
1964,1992,4,footwork,1.0,0.0,7.0
1965,1992,4,tyrrell,2.0,0.0,5.0
1966,1992,4,team_lotus,2.0,0.0,6.0
1967,1992,4,dallara,0.0,0.0,10.0
1968,1992,4,ligier,0.0,0.0,8.0
1969,1992,4,minardi,0.0,0.0,9.0
1970,1992,4,march,0.0,0.0,0.0
1971,1992,4,larrousse,0.0,0.0,11.0
1972,1992,4,jordan,0.0,0.0,12.0
1973,1992,4,brabham,0.0,0.0,13.0
1974,1992,5,williams,58.0,4.0,1.0
1975,1992,5,benetton,17.0,0.0,2.0
1976,1992,5,mclaren,12.0,0.0,3.0
1977,1992,5,ferrari,9.0,0.0,4.0
1978,1992,5,footwork,3.0,0.0,5.0
1979,1992,5,tyrrell,2.0,0.0,6.0
1980,1992,5,team_lotus,2.0,0.0,7.0
1981,1992,5,dallara,1.0,0.0,8.0
1982,1992,5,ligier,0.0,0.0,9.0
1983,1992,5,jordan,0.0,0.0,13.0
1984,1992,5,minardi,0.0,0.0,10.0
1985,1992,5,march,0.0,0.0,11.0
1986,1992,5,larrousse,0.0,0.0,12.0
1987,1992,5,brabham,0.0,0.0,14.0
1988,1992,6,williams,74.0,5.0,1.0
1989,1992,6,mclaren,16.0,0.0,3.0
1990,1992,6,benetton,20.0,0.0,2.0
1991,1992,6,ferrari,9.0,0.0,4.0
1992,1992,6,footwork,5.0,0.0,5.0
1993,1992,6,tyrrell,2.0,0.0,6.0
1994,1992,6,team_lotus,2.0,0.0,7.0
1995,1992,6,dallara,2.0,0.0,8.0
1996,1992,6,larrousse,0.0,0.0,13.0
1997,1992,6,minardi,0.0,0.0,11.0
1998,1992,6,ligier,0.0,0.0,9.0
1999,1992,6,jordan,0.0,0.0,10.0
2000,1992,6,march,0.0,0.0,12.0
2001,1992,6,brabham,0.0,0.0,14.0
2002,1992,7,williams,84.0,5.0,1.0
2003,1992,7,mclaren,26.0,1.0,2.0
2004,1992,7,benetton,25.0,0.0,3.0
2005,1992,7,ferrari,9.0,0.0,4.0
2006,1992,7,footwork,5.0,0.0,5.0
2007,1992,7,tyrrell,2.0,0.0,6.0
2008,1992,7,march,0.0,0.0,13.0
2009,1992,7,team_lotus,2.0,0.0,7.0
2010,1992,7,dallara,2.0,0.0,8.0
2011,1992,7,ligier,0.0,0.0,11.0
2012,1992,7,larrousse,1.0,0.0,9.0
2013,1992,7,minardi,0.0,0.0,10.0
2014,1992,7,jordan,0.0,0.0,12.0
2015,1992,7,brabham,0.0,0.0,14.0
2016,1992,8,williams,84.0,5.0,1.0
2017,1992,8,mclaren,36.0,2.0,2.0
2018,1992,8,benetton,31.0,0.0,3.0
2019,1992,8,ferrari,13.0,0.0,4.0
2020,1992,8,team_lotus,2.0,0.0,8.0
2021,1992,8,footwork,5.0,0.0,5.0
2022,1992,8,tyrrell,4.0,0.0,6.0
2023,1992,8,march,3.0,0.0,7.0
2024,1992,8,ligier,1.0,0.0,10.0
2025,1992,8,dallara,2.0,0.0,9.0
2026,1992,8,larrousse,1.0,0.0,11.0
2027,1992,8,minardi,0.0,0.0,12.0
2028,1992,8,jordan,0.0,0.0,13.0
2029,1992,8,brabham,0.0,0.0,14.0
2030,1992,9,williams,100.0,6.0,1.0
2031,1992,9,benetton,35.0,0.0,3.0
2032,1992,9,mclaren,36.0,2.0,2.0
2033,1992,9,ferrari,13.0,0.0,4.0
2034,1992,9,team_lotus,6.0,0.0,5.0
2035,1992,9,footwork,5.0,0.0,6.0
2036,1992,9,tyrrell,4.0,0.0,7.0
2037,1992,9,march,3.0,0.0,8.0
2038,1992,9,ligier,3.0,0.0,9.0
2039,1992,9,dallara,2.0,0.0,10.0
2040,1992,9,larrousse,1.0,0.0,11.0
2041,1992,9,minardi,0.0,0.0,12.0
2042,1992,9,jordan,0.0,0.0,13.0
2043,1992,9,brabham,0.0,0.0,14.0
2044,1992,9,fondmetal,0.0,0.0,0.0
2045,1992,10,williams,116.0,7.0,1.0
2046,1992,10,benetton,42.0,0.0,2.0
2047,1992,10,mclaren,38.0,2.0,3.0
2048,1992,10,ferrari,13.0,0.0,4.0
2049,1992,10,team_lotus,7.0,0.0,5.0
2050,1992,10,footwork,5.0,0.0,6.0
2051,1992,10,tyrrell,4.0,0.0,7.0
2052,1992,10,ligier,3.0,0.0,9.0
2053,1992,10,march,3.0,0.0,8.0
2054,1992,10,dallara,2.0,0.0,10.0
2055,1992,10,larrousse,1.0,0.0,11.0
2056,1992,10,minardi,0.0,0.0,12.0
2057,1992,10,jordan,0.0,0.0,13.0
2058,1992,10,brabham,0.0,0.0,14.0
2059,1992,10,fondmetal,0.0,0.0,15.0
2060,1992,11,williams,126.0,8.0,1.0
2061,1992,11,mclaren,44.0,2.0,3.0
2062,1992,11,benetton,49.0,0.0,2.0
2063,1992,11,ferrari,15.0,0.0,4.0
2064,1992,11,team_lotus,7.0,0.0,5.0
2065,1992,11,footwork,5.0,0.0,6.0
2066,1992,11,tyrrell,4.0,0.0,7.0
2067,1992,11,ligier,4.0,0.0,8.0
2068,1992,11,march,3.0,0.0,9.0
2069,1992,11,dallara,2.0,0.0,10.0
2070,1992,11,larrousse,1.0,0.0,11.0
2071,1992,11,minardi,0.0,0.0,12.0
2072,1992,11,jordan,0.0,0.0,13.0
2073,1992,11,brabham,0.0,0.0,14.0
2074,1992,11,fondmetal,0.0,0.0,15.0
2075,1992,12,williams,132.0,8.0,1.0
2076,1992,12,benetton,51.0,0.0,3.0
2077,1992,12,mclaren,58.0,3.0,2.0
2078,1992,12,ferrari,16.0,0.0,4.0
2079,1992,12,team_lotus,10.0,0.0,5.0
2080,1992,12,footwork,5.0,0.0,6.0
2081,1992,12,tyrrell,4.0,0.0,7.0
2082,1992,12,ligier,4.0,0.0,8.0
2083,1992,12,march,3.0,0.0,9.0
2084,1992,12,dallara,2.0,0.0,10.0
2085,1992,12,larrousse,1.0,0.0,11.0
2086,1992,12,minardi,0.0,0.0,12.0
2087,1992,12,jordan,0.0,0.0,13.0
2088,1992,12,fondmetal,0.0,0.0,15.0
2089,1992,12,brabham,0.0,0.0,14.0
2090,1992,13,williams,142.0,8.0,1.0
2091,1992,13,benetton,64.0,1.0,2.0
2092,1992,13,mclaren,60.0,3.0,3.0
2093,1992,13,ferrari,16.0,0.0,4.0
2094,1992,13,team_lotus,11.0,0.0,5.0
2095,1992,13,footwork,5.0,0.0,6.0
2096,1992,13,tyrrell,4.0,0.0,7.0
2097,1992,13,ligier,4.0,0.0,8.0
2098,1992,13,march,3.0,0.0,9.0
2099,1992,13,dallara,2.0,0.0,10.0
2100,1992,13,larrousse,1.0,0.0,11.0
2101,1992,13,minardi,0.0,0.0,12.0
2102,1992,13,jordan,0.0,0.0,13.0
2103,1992,13,fondmetal,0.0,0.0,14.0
2104,1992,13,brabham,0.0,0.0,15.0
2105,1992,14,williams,144.0,8.0,1.0
2106,1992,14,mclaren,73.0,4.0,3.0
2107,1992,14,benetton,74.0,1.0,2.0
2108,1992,14,ferrari,16.0,0.0,4.0
2109,1992,14,team_lotus,11.0,0.0,5.0
2110,1992,14,footwork,5.0,0.0,6.0
2111,1992,14,tyrrell,5.0,0.0,7.0
2112,1992,14,ligier,4.0,0.0,8.0
2113,1992,14,march,3.0,0.0,9.0
2114,1992,14,dallara,2.0,0.0,10.0
2115,1992,14,larrousse,1.0,0.0,11.0
2116,1992,14,minardi,0.0,0.0,12.0
2117,1992,14,jordan,0.0,0.0,13.0
2118,1992,14,fondmetal,0.0,0.0,14.0
2119,1992,14,brabham,0.0,0.0,15.0
2120,1992,15,williams,154.0,9.0,1.0
2121,1992,15,mclaren,83.0,4.0,2.0
2122,1992,15,benetton,77.0,1.0,3.0
2123,1992,15,ferrari,16.0,0.0,4.0
2124,1992,15,team_lotus,13.0,0.0,5.0
2125,1992,15,tyrrell,5.0,0.0,7.0
2126,1992,15,footwork,6.0,0.0,6.0
2127,1992,15,ligier,4.0,0.0,8.0
2128,1992,15,march,3.0,0.0,9.0
2129,1992,15,dallara,2.0,0.0,10.0
2130,1992,15,minardi,0.0,0.0,12.0
2131,1992,15,larrousse,1.0,0.0,11.0
2132,1992,15,jordan,0.0,0.0,13.0
2133,1992,15,fondmetal,0.0,0.0,14.0
2134,1992,15,brabham,0.0,0.0,15.0
2135,1992,16,williams,164.0,10.0,1.0
2136,1992,16,mclaren,89.0,4.0,2.0
2137,1992,16,benetton,81.0,1.0,3.0
2138,1992,16,ferrari,18.0,0.0,4.0
2139,1992,16,team_lotus,13.0,0.0,5.0
2140,1992,16,tyrrell,8.0,0.0,6.0
2141,1992,16,footwork,6.0,0.0,7.0
2142,1992,16,ligier,4.0,0.0,8.0
2143,1992,16,march,3.0,0.0,9.0
2144,1992,16,dallara,2.0,0.0,10.0
2145,1992,16,jordan,0.0,0.0,13.0
2146,1992,16,minardi,1.0,0.0,11.0
2147,1992,16,larrousse,1.0,0.0,12.0
2148,1992,16,fondmetal,0.0,0.0,14.0
2149,1992,16,brabham,0.0,0.0,15.0
2150,1993,1,williams,0.0,0.0,0.0
2151,1993,1,mclaren,0.0,0.0,0.0
2152,1993,1,ligier,0.0,0.0,0.0
2153,1993,1,minardi,0.0,0.0,0.0
2154,1993,1,sauber,0.0,0.0,0.0
2155,1993,1,ferrari,0.0,0.0,0.0
2156,1993,1,footwork,0.0,0.0,0.0
2157,1993,2,mclaren,6.0,0.0,2.0
2158,1993,2,williams,10.0,1.0,1.0
2159,1993,2,ligier,4.0,0.0,3.0
2160,1993,2,benetton,0.0,0.0,0.0
2161,1993,2,team_lotus,0.0,0.0,0.0
2162,1993,2,minardi,3.0,0.0,4.0
2163,1993,2,sauber,2.0,0.0,5.0
2164,1993,2,ferrari,1.0,0.0,6.0
2165,1993,2,footwork,0.0,0.0,7.0
2166,1993,2,larrousse,0.0,0.0,0.0
2167,1993,2,lola,0.0,0.0,0.0
2168,1993,3,mclaren,16.0,1.0,1.0
2169,1993,3,williams,16.0,1.0,2.0
2170,1993,3,team_lotus,4.0,0.0,5.0
2171,1993,3,benetton,4.0,0.0,4.0
2172,1993,3,ligier,6.0,0.0,3.0
2173,1993,3,minardi,3.0,0.0,6.0
2174,1993,3,sauber,2.0,0.0,7.0
2175,1993,3,ferrari,1.0,0.0,8.0
2176,1993,3,larrousse,0.0,0.0,10.0
2177,1993,3,footwork,0.0,0.0,9.0
2178,1993,3,jordan,0.0,0.0,0.0
2179,1993,3,lola,0.0,0.0,11.0
2180,1993,4,williams,26.0,1.0,2.0
2181,1993,4,mclaren,26.0,2.0,1.0
2182,1993,4,benetton,6.0,0.0,4.0
2183,1993,4,ligier,6.0,0.0,5.0
2184,1993,4,team_lotus,7.0,0.0,3.0
2185,1993,4,sauber,2.0,0.0,7.0
2186,1993,4,minardi,4.0,0.0,6.0
2187,1993,4,larrousse,0.0,0.0,9.0
2188,1993,4,ferrari,1.0,0.0,8.0
2189,1993,4,footwork,0.0,0.0,10.0
2190,1993,4,lola,0.0,0.0,12.0
2191,1993,4,jordan,0.0,0.0,11.0
2192,1993,5,williams,36.0,2.0,1.0
2193,1993,5,mclaren,26.0,2.0,2.0
2194,1993,5,benetton,12.0,0.0,3.0
2195,1993,5,ligier,10.0,0.0,4.0
2196,1993,5,team_lotus,7.0,0.0,5.0
2197,1993,5,sauber,5.0,0.0,6.0
2198,1993,5,minardi,5.0,0.0,7.0
2199,1993,5,larrousse,2.0,0.0,8.0
2200,1993,5,ferrari,1.0,0.0,9.0
2201,1993,5,footwork,0.0,0.0,10.0
2202,1993,5,lola,0.0,0.0,11.0
2203,1993,5,jordan,0.0,0.0,12.0
2204,1993,6,williams,46.0,3.0,1.0
2205,1993,6,mclaren,34.0,2.0,2.0
2206,1993,6,benetton,19.0,0.0,3.0
2207,1993,6,ligier,10.0,0.0,4.0
2208,1993,6,team_lotus,7.0,0.0,5.0
2209,1993,6,minardi,5.0,0.0,7.0
2210,1993,6,ferrari,2.0,0.0,9.0
2211,1993,6,sauber,5.0,0.0,6.0
2212,1993,6,larrousse,2.0,0.0,8.0
2213,1993,6,footwork,0.0,0.0,10.0
2214,1993,6,lola,0.0,0.0,11.0
2215,1993,6,jordan,0.0,0.0,12.0
